term,normalized_term,semantic_hint,source,source_url,source_family,derived_variant,collision_risk,notes
Military Deployment Activity Code,military deployment activity code,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28050,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Activity Name,military deployment activity name,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28051,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Description,military deployment description,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28052,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment End Date,military deployment end date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28053,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Order Description,military deployment order description,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28054,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Requested By,military deployment requested by,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28055,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Start Date,military deployment start date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28056,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Deployment Status Code,military deployment status code,DOCUMENT_SYSTEM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28057,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Discharge Category,military discharge category,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28058,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Discharge Date,military discharge date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28059,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Discharge Rank,military discharge rank,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28060,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Duties,military duties,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28061,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Expertise,military expertise,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28062,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Highest Rank,military highest rank,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28063,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Honors,military honors,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28064,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Induction Date,military induction date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28065,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Induction Rank,military induction rank,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28066,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military installations,military installations,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Military Occupational Specialties,military occupational specialties,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28067,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Release Date,military release date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28068,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Service Locations,military service locations,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28069,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Service Number,military service number,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28070,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Military Tuition Assistance (TAP) Program,military tuition assistance tap program,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Military Veteran Status Indicator,military veteran status indicator,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27557,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
Minor,minor,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Most Prevalent Level of Institution,most prevalent level of institution,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28071,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Institution Characteristics
MPN,mpn,ACADEMIC_CONCEPT,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,MEDIUM,Derived mechanically from source-attested form “Master Promissory Note (MPN)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Multi-year contract or employment agreement,multi year contract or employment agreement,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Multi-year or continuing or at-will contract or employment agreement (old definition),multi year or continuing or at will contract or employment agreement old definition,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Name of Institution,name of institution,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26191,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Directory
National Center for Education Statistics,national center for education statistics,ORGANIZATION,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “National Center for Education Statistics (NCES)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
National Center for Education Statistics (NCES),national center for education statistics nces,ORGANIZATION,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
National Guard Indicator,national guard indicator,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=28072,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Military
National institutional accreditation,national institutional accreditation,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
National Student Loan Data System,national student loan data system,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,LOW,Derived mechanically from source-attested form “National Student Loan Data System (NSLDS)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
National Student Loan Data System (NSLDS),national student loan data system nslds,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Native Hawaiian or Other Pacific Islander,native hawaiian or other pacific islander,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26658,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
Native Hawaiian or Other Pacific Islander,native hawaiian or other pacific islander,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Natural Expense,natural expense,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
"Natural Resources, Construction, and Maintenance Occupations",natural resources construction and maintenance occupations,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
NCES,nces,ORGANIZATION,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “National Center for Education Statistics (NCES)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
NCES College Course Map Code,nces college course map code,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27383,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=Course Section; category=Course
NDGCS,ndgcs,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Non-degree/non-certificate-seeking student (NDGCS)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Net Assets,net assets,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net deferred tax asset,net deferred tax asset,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net deferred tax liability,net deferred tax liability,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net grant aid to students,net grant aid to students,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Net grant aid to students (expenses)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Net grant aid to students (expenses),net grant aid to students expenses,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net income,net income,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net loss,net loss,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net position,net position,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Net price,net price,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term. Related item: Average Net price (ANP)
New hires,new hires,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Non-coursework Requirement,non coursework requirement,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Non-degree/non-certificate-seeking student,non degree non certificate seeking student,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Non-degree/non-certificate-seeking student (NDGCS)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Non-degree/non-certificate-seeking student (NDGCS),non degree non certificate seeking student ndgcs,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
